TIGRFAM	DUF	CS	GO	Ontology	Description	TIGRFAMDescription	PFAMCount	DUFCount
TIGR01282	PF11844	High	GO:0009399	BP	nitrogen fixation	nitrogenase molybdenum-iron protein alpha chain	1652	3142
TIGR01283	PF11844	High	GO:0009399	BP	nitrogen fixation	nitrogenase MoFe cofactor biosynthesis protein NifE	1683	3142
TIGR01283	PF11844	High	GO:0051188	BP	cofactor biosynthetic process	nitrogenase MoFe cofactor biosynthesis protein NifE	1683	3142
TIGR01285	PF11844	Very high	GO:0009399	BP	nitrogen fixation	nitrogenase molybdenum-iron cofactor biosynthesis protein NifN	1157	3142
TIGR01285	PF11844	Very high	GO:0051188	BP	cofactor biosynthetic process	nitrogenase molybdenum-iron cofactor biosynthesis protein NifN	1157	3142
TIGR01286	PF11844	Very high	GO:0009399	BP	nitrogen fixation	nitrogenase molybdenum-iron protein beta chain	1641	3142
TIGR01287	PF11844	High	GO:0009399	BP	nitrogen fixation	nitrogenase iron protein	2358	3142
TIGR01290	PF11844	High	GO:0009399	BP	nitrogen fixation	nitrogenase cofactor biosynthesis protein NifB	2018	3142
TIGR01290	PF11844	High	GO:0051186	BP	cofactor metabolic process	nitrogenase cofactor biosynthesis protein NifB	2018	3142
TIGR01817	PF11844	High	NA	NA	NA	Nif-specific regulatory protein	1969	3142
TIGR02660	PF11844	High	GO:0051188	BP	cofactor biosynthetic process	homocitrate synthase	1495	3142
TIGR02663	PF11844	Very high	GO:0009399	BP	nitrogen fixation	nitrogen fixation protein NifX	1213	3142
TIGR02934	PF11844	High	NA	NA	NA	probable nitrogen fixation protein FixT	1036	3142
TIGR02935	PF11844	High	NA	NA	NA	probable nitrogen fixation protein	967	3142
TIGR02936	PF11844	High	NA	NA	NA	ferredoxin III, nif-specific	999	3142
TIGR02103	PF11852	Very high	GO:0005983	BP	starch catabolic process	alpha-1,6-glucosidases, pullulanase-type	1888	3266
TIGR02103	PF11852	Very high	GO:0051678	BP	pullulan catabolic process	alpha-1,6-glucosidases, pullulanase-type	1888	3266
TIGR03607	PF11856	Very high	NA	NA	NA	patatin-related protein	848	3174
TIGR01555	PF11863	High	NA	NA	NA	phage-associated protein, HI1409 family	708	NA
TIGR00348	PF11867	Very high	GO:0009307	BP	DNA restriction-modification system	type I site-specific deoxyribonuclease, HsdR family	8719	1658
TIGR00497	PF11867	Very high	GO:0006306	BP	DNA methylation	type I restriction-modification system, M subunit	8214	1658
TIGR00497	PF11867	Very high	GO:0009307	BP	DNA restriction-modification system	type I restriction-modification system, M subunit	8214	1658
TIGR00273	PF11870	Very high	GO:0055114	BP	oxidation-reduction process	iron-sulfur cluster-binding protein	7314	3052
TIGR02122	PF11874	High	GO:0006810	BP	transport	TRAP transporter solute receptor, TAXI family	7679	967
TIGR02123	PF11874	High	NA	NA	NA	TRAP transporter, 4TM/12TM fusion protein	5330	967
TIGR03353	PF11876	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0114 family	3693	967
TIGR03355	PF11876	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, EvpB/VC_A0108 family	3729	967
TIGR03358	PF11876	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0107 family	3697	967
TIGR00272	PF11882	High	GO:0017183	BP	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	diphthamide biosynthesis protein 2	2	336
TIGR00803	PF11882	Very high	NA	NA	NA	UDP-galactose transporter	1	336
TIGR00844	PF11882	Very high	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	336
TIGR00955	PF11882	High	NA	NA	NA	pigment precursor permease	2	336
TIGR01456	PF11882	Very high	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	336
TIGR01652	PF11882	High	NA	NA	NA	phospholipid-translocating P-type ATPase, flippase	2	336
TIGR03779	PF11888	Low	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	3140
TIGR03780	PF11888	Low	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	3140
TIGR03782	PF11888	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	3140
TIGR01515	PF11896	Low	GO:0005978	BP	glycogen biosynthetic process	1,4-alpha-glucan branching enzyme	13839	759
TIGR02401	PF11896	Low	GO:0005992	BP	trehalose biosynthetic process	malto-oligosyltrehalose synthase	5409	759
TIGR02402	PF11896	Low	GO:0005992	BP	trehalose biosynthetic process	malto-oligosyltrehalose trehalohydrolase	5720	759
TIGR02456	PF11896	High	GO:0005991	BP	trehalose metabolic process	trehalose synthase	4931	759
TIGR02094	PF11897	Very high	NA	NA	NA	alpha-glucan phosphorylases	6738	897
TIGR01967	PF11898	High	GO:0006139	BP	nucleobase-containing compound metabolic process	RNA helicase HrpA	8763	560
TIGR00586	PF11907	Low	GO:0006281	BP	DNA repair	mutator mutT protein	16275	407
TIGR00272	PF11917	High	GO:0017183	BP	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	diphthamide biosynthesis protein 2	2	NA
TIGR00803	PF11917	Very high	NA	NA	NA	UDP-galactose transporter	1	NA
TIGR00844	PF11917	Very high	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	NA
TIGR00955	PF11917	High	NA	NA	NA	pigment precursor permease	2	NA
TIGR01456	PF11917	Very high	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	NA
TIGR01652	PF11917	High	NA	NA	NA	phospholipid-translocating P-type ATPase, flippase	2	NA
TIGR01690	PF11920	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	747
TIGR01932	PF11920	Low	GO:0045861	BP	negative regulation of proteolysis	HflC protein	10341	747
TIGR02203	PF11920	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	747
TIGR02794	PF11920	Low	GO:0006810	BP	transport	protein TolA	6371	747
TIGR02794	PF11920	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	747
TIGR03744	PF11920	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	747
TIGR03745	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	747
TIGR03746	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	747
TIGR03747	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	747
TIGR03748	PF11920	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	747
TIGR03749	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	747
TIGR03750	PF11920	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	747
TIGR03751	PF11920	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	747
TIGR03752	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	747
TIGR03754	PF11920	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	747
TIGR03755	PF11920	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	747
TIGR03756	PF11920	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	747
TIGR03757	PF11920	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	747
TIGR03758	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	747
TIGR03759	PF11920	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	747
TIGR03760	PF11920	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	747
TIGR03761	PF11920	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	747
TIGR03764	PF11920	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	747
TIGR03765	PF11920	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	747
TIGR04407	PF11920	Low	GO:0015920	BP	lipopolysaccharide transport	LPS export ABC transporter permease LptF	10017	747
TIGR02414	PF11940	Very high	GO:0006508	BP	proteolysis	aminopeptidase N	7682	107
TIGR02401	PF11941	High	GO:0005992	BP	trehalose biosynthetic process	malto-oligosyltrehalose synthase	5409	2355
TIGR02402	PF11941	High	GO:0005992	BP	trehalose biosynthetic process	malto-oligosyltrehalose trehalohydrolase	5720	2355
TIGR02456	PF11941	Low	GO:0005991	BP	trehalose metabolic process	trehalose synthase	4931	2355
TIGR01507	PF11946	High	GO:0019746	BP	hopanoid biosynthetic process	squalene-hopene cyclase	3156	9123
TIGR03469	PF11946	Low	NA	NA	NA	hopene-associated glycosyltransferase HpnB	1651	9123
TIGR03470	PF11946	Very high	NA	NA	NA	hopanoid biosynthesis associated radical SAM protein HpnH	2554	9123
TIGR01153	PF11947	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	2812
TIGR01332	PF11947	High	NA	NA	NA	cytochrome b559, alpha subunit	392	2812
TIGR01333	PF11947	High	NA	NA	NA	cytochrome b559, beta subunit	361	2812
TIGR01335	PF11947	Low	NA	NA	NA	photosystem I core protein PsaA	379	2812
TIGR02028	PF11947	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	2812
TIGR02387	PF11947	Low	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	2812
TIGR02654	PF11947	Low	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	2812
TIGR02732	PF11947	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	2812
TIGR02749	PF11947	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	2812
TIGR03047	PF11947	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	2812
TIGR03048	PF11947	Low	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	2812
TIGR03060	PF11947	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	2812
TIGR04058	PF11947	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	2812
TIGR04059	PF11947	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	2812
TIGR03783	PF11950	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	272
TIGR03006	PF11959	Very high	NA	NA	NA	polysaccharide deacetylase family protein, PEP-CTERM locus subfamily	1893	394
TIGR03013	PF11959	Low	NA	NA	NA	sugar transferase, PEP-CTERM system associated	1548	394
TIGR03018	PF11959	Low	NA	NA	NA	exopolysaccharide/PEP-CTERM locus tyrosine autokinase	1164	394
TIGR03019	PF11959	High	GO:0008150	BP	biological_process	FemAB-related protein, PEP-CTERM system-associated	1326	394
TIGR03108	PF11959	High	NA	NA	NA	exosortase A system-associated amidotransferase 1	906	394
TIGR03109	PF11959	High	GO:0043687	BP	post-translational protein modification	exosortase A	977	394
TIGR01115	PF11965	High	GO:0019684	BP	photosynthesis, light reaction	photosynthetic reaction center M subunit	609	866
TIGR01150	PF11965	High	GO:0019684	BP	photosynthesis, light reaction	photosynthetic reaction center H subunit	609	866
TIGR01157	PF11965	High	GO:0019684	BP	photosynthesis, light reaction	photosynthetic reaction center L subunit	606	866
TIGR01278	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	light-independent protochlorophyllide reductase, B subunit	1118	866
TIGR01279	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	light-independent protochlorophyllide reductase, N subunit	1042	866
TIGR01281	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein	1032	866
TIGR01476	PF11965	High	NA	NA	NA	bacteriochlorophyll/chlorophyll synthetase	658	866
TIGR02014	PF11965	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	chlorophyllide reductase subunit Z	633	866
TIGR02015	PF11965	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	chlorophyllide reductase subunit Y	644	866
TIGR02016	PF11965	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	chlorophyllide reductase iron protein subunit X	642	866
TIGR02020	PF11965	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	2-vinyl bacteriochlorophyllide hydratase	645	866
TIGR02021	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium protoporphyrin O-methyltransferase	1039	866
TIGR02023	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	670	866
TIGR02023	PF11965	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	geranylgeranyl reductase	670	866
TIGR02025	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium chelatase, H subunit	1093	866
TIGR02029	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase	985	866
TIGR02030	PF11965	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium chelatase ATPase subunit I	1017	866
TIGR02040	PF11965	High	GO:0010109	BP	regulation of photosynthesis	transcriptional regulator PpsR	603	866
TIGR03054	PF11965	High	GO:0015979	BP	photosynthesis	putative photosynthetic complex assembly protein	598	866
TIGR03055	PF11965	High	GO:0015979	BP	photosynthesis	putative photosynthetic complex assembly protein 2	634	866
TIGR03056	PF11965	High	GO:0015979	BP	photosynthesis	putative magnesium chelatase accessory protein	584	866
TIGR01373	PF11982	Low	NA	NA	NA	sarcosine oxidase, beta subunit family	3989	2940
TIGR01374	PF11982	Low	NA	NA	NA	sarcosine oxidase, delta subunit family	3553	2940
TIGR02595	PF11984	Low	NA	NA	NA	PEP-CTERM protein-sorting domain	5611	80
TIGR02914	PF11984	High	GO:0008150	BP	biological_process	EpsI family protein	713	80
TIGR03007	PF11984	Low	NA	NA	NA	polysaccharide chain length determinant protein, PEP-CTERM locus subfamily	2245	80
TIGR03018	PF11984	Low	NA	NA	NA	exopolysaccharide/PEP-CTERM locus tyrosine autokinase	1164	80
TIGR03109	PF11984	Low	GO:0043687	BP	post-translational protein modification	exosortase A	977	80
TIGR04152	PF11984	High	GO:0043687	BP	post-translational protein modification	exosortase D, VPLPA-CTERM-specific	377	80
TIGR01635	PF11985	High	GO:0016032	BP	viral process	phage virion morphogenesis protein	1832	1210
TIGR00547	PF11990	Low	GO:0009306	BP	protein secretion	outer membrane lipoprotein carrier protein LolA	6322	399
TIGR01348	PF11990	Low	GO:0006086	BP	acetyl-CoA biosynthetic process from pyruvate	dihydrolipoyllysine-residue acetyltransferase	6079	399
TIGR01690	PF11990	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	399
TIGR02203	PF11990	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	399
TIGR02794	PF11990	Low	GO:0006810	BP	transport	protein TolA	6371	399
TIGR02794	PF11990	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	399
TIGR03744	PF11990	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	399
TIGR03745	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	399
TIGR03746	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	399
TIGR03747	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	399
TIGR03748	PF11990	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	399
TIGR03749	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	399
TIGR03750	PF11990	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	399
TIGR03751	PF11990	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	399
TIGR03752	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	399
TIGR03754	PF11990	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	399
TIGR03755	PF11990	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	399
TIGR03756	PF11990	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	399
TIGR03757	PF11990	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	399
TIGR03758	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	399
TIGR03759	PF11990	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	399
TIGR03760	PF11990	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	399
TIGR03761	PF11990	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	399
TIGR03764	PF11990	High	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	399
TIGR03765	PF11990	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	399
TIGR03047	PF11998	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	574
TIGR01153	PF12049	Low	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	395
TIGR01332	PF12049	High	NA	NA	NA	cytochrome b559, alpha subunit	392	395
TIGR01333	PF12049	High	NA	NA	NA	cytochrome b559, beta subunit	361	395
TIGR02028	PF12049	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	395
TIGR04059	PF12049	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	395
TIGR00403	PF12058	Low	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	3166
TIGR01156	PF12058	High	GO:0055114	BP	oxidation-reduction process	cytb6/f complex subunit IV	408	3166
TIGR01332	PF12058	High	NA	NA	NA	cytochrome b559, alpha subunit	392	3166
TIGR01333	PF12058	High	NA	NA	NA	cytochrome b559, beta subunit	361	3166
TIGR02056	PF12058	High	NA	NA	NA	chlorophyll synthase ChlG	392	3166
TIGR02387	PF12058	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	3166
TIGR02732	PF12058	Low	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	3166
TIGR03038	PF12058	Low	NA	NA	NA	photosystem II reaction center protein PsbM	343	3166
TIGR03039	PF12058	High	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	3166
TIGR03044	PF12058	High	NA	NA	NA	photosystem II protein Psb27	396	3166
TIGR03047	PF12058	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	3166
TIGR03048	PF12058	Low	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	3166
TIGR03060	PF12058	Low	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	3166
TIGR04058	PF12058	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	3166
TIGR03347	PF12059	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0111 family	3628	NA
TIGR03349	PF12059	Low	GO:0052048	BP	NA	type IV/VI secretion system protein, DotU family	3768	NA
TIGR03353	PF12059	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0114 family	3693	NA
TIGR03355	PF12059	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, EvpB/VC_A0108 family	3729	NA
TIGR03359	PF12059	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, TIGR03359 family	3671	NA
TIGR03319	PF12072	Very high	GO:0006402	BP	mRNA catabolic process	ribonuclease Y	13279	731
TIGR01105	PF12084	High	GO:0009225	BP	nucleotide-sugar metabolic process	regulatory protein GalF	482	409
TIGR00547	PF12101	Low	GO:0009306	BP	protein secretion	outer membrane lipoprotein carrier protein LolA	6322	1914
TIGR01348	PF12101	Low	GO:0006086	BP	acetyl-CoA biosynthetic process from pyruvate	dihydrolipoyllysine-residue acetyltransferase	6079	1914
TIGR01690	PF12101	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	1914
TIGR01942	PF12101	Low	NA	NA	NA	poly(A) polymerase	6665	1914
TIGR02203	PF12101	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	1914
TIGR02794	PF12101	Low	GO:0006810	BP	transport	protein TolA	6371	1914
TIGR02794	PF12101	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	1914
TIGR03744	PF12101	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	1914
TIGR03745	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	1914
TIGR03746	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	1914
TIGR03747	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	1914
TIGR03748	PF12101	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	1914
TIGR03749	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	1914
TIGR03750	PF12101	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	1914
TIGR03751	PF12101	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	1914
TIGR03752	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	1914
TIGR03754	PF12101	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	1914
TIGR03755	PF12101	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	1914
TIGR03756	PF12101	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	1914
TIGR03757	PF12101	High	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	1914
TIGR03758	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	1914
TIGR03759	PF12101	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	1914
TIGR03760	PF12101	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	1914
TIGR03761	PF12101	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	1914
TIGR03764	PF12101	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	1914
TIGR03765	PF12101	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	1914
TIGR03049	PF12159	High	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit PsaK	403	297
TIGR04363	PF12277	Low	NA	NA	NA	FxLD family lantipeptide	367	NA
TIGR01115	PF12291	High	GO:0019684	BP	photosynthesis, light reaction	photosynthetic reaction center M subunit	609	NA
TIGR01150	PF12291	Very high	GO:0019684	BP	photosynthesis, light reaction	photosynthetic reaction center H subunit	609	NA
TIGR01157	PF12291	High	GO:0019684	BP	photosynthesis, light reaction	photosynthetic reaction center L subunit	606	NA
TIGR01278	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	light-independent protochlorophyllide reductase, B subunit	1118	NA
TIGR01279	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	light-independent protochlorophyllide reductase, N subunit	1042	NA
TIGR01281	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein	1032	NA
TIGR01476	PF12291	High	NA	NA	NA	bacteriochlorophyll/chlorophyll synthetase	658	NA
TIGR02014	PF12291	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	chlorophyllide reductase subunit Z	633	NA
TIGR02015	PF12291	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	chlorophyllide reductase subunit Y	644	NA
TIGR02016	PF12291	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	chlorophyllide reductase iron protein subunit X	642	NA
TIGR02020	PF12291	Very high	GO:0030494	BP	bacteriochlorophyll biosynthetic process	2-vinyl bacteriochlorophyllide hydratase	645	NA
TIGR02021	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium protoporphyrin O-methyltransferase	1039	NA
TIGR02023	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	670	NA
TIGR02023	PF12291	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	geranylgeranyl reductase	670	NA
TIGR02025	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium chelatase, H subunit	1093	NA
TIGR02029	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase	985	NA
TIGR02030	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	magnesium chelatase ATPase subunit I	1017	NA
TIGR02040	PF12291	High	GO:0010109	BP	regulation of photosynthesis	transcriptional regulator PpsR	603	NA
TIGR03054	PF12291	Very high	GO:0015979	BP	photosynthesis	putative photosynthetic complex assembly protein	598	NA
TIGR03055	PF12291	Very high	GO:0015979	BP	photosynthesis	putative photosynthetic complex assembly protein 2	634	NA
TIGR03056	PF12291	High	GO:0015979	BP	photosynthesis	putative magnesium chelatase accessory protein	584	NA
TIGR04167	PF12345	Very high	NA	NA	NA	radical SAM/Cys-rich domain protein	2254	1626
TIGR04169	PF12345	Low	NA	NA	NA	alkylhydroperoxidase/carboxymuconolactone decarboxylase family protein	1047	1626
TIGR04282	PF12345	High	GO:0009058	BP	biosynthetic process	transferase 1, rSAM/selenodomain-associated	3663	1626
TIGR04283	PF12345	High	GO:0009058	BP	biosynthetic process	transferase 2, rSAM/selenodomain-associated	3258	1626
TIGR00803	PF12359	High	NA	NA	NA	UDP-galactose transporter	1	334
TIGR00844	PF12359	High	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	334
TIGR01456	PF12359	High	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	334
TIGR00803	PF12449	High	NA	NA	NA	UDP-galactose transporter	1	34
TIGR00844	PF12449	High	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	34
TIGR01456	PF12449	High	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	34
TIGR01152	PF12452	High	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	590
TIGR01153	PF12452	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	590
TIGR01332	PF12452	High	NA	NA	NA	cytochrome b559, alpha subunit	392	590
TIGR01333	PF12452	High	NA	NA	NA	cytochrome b559, beta subunit	361	590
TIGR01335	PF12452	High	NA	NA	NA	photosystem I core protein PsaA	379	590
TIGR01336	PF12452	High	NA	NA	NA	photosystem I core protein PsaB	376	590
TIGR02056	PF12452	High	NA	NA	NA	chlorophyll synthase ChlG	392	590
TIGR02387	PF12452	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	590
TIGR02654	PF12452	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	590
TIGR02730	PF12452	High	GO:0016117	BP	carotenoid biosynthetic process	carotene isomerase	409	590
TIGR02732	PF12452	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	590
TIGR02749	PF12452	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	590
TIGR03038	PF12452	High	NA	NA	NA	photosystem II reaction center protein PsbM	343	590
TIGR03039	PF12452	Low	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	590
TIGR03047	PF12452	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	590
TIGR03052	PF12452	High	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit VIII	305	590
